,idx,intent,topic,terms,context,instructions,question
31,OCEANS_Comparative,Comparative,OCEANS,"['OCEAN CHEMISTRY', 'OCEAN CIRCULATION', 'OCEAN VOLUME BUDGET']","**TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None
","
### Question Criteria:

INTENT: Comparative — The user intends to compare two or more methods, approaches, datasets, tools, methods, or hypotheses to evaluate differences or effectiveness.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How do the effectiveness and accuracy of different methodologies for measuring ocean circulation patterns compare in their ability to predict regional variations in ocean chemistry?
32,OCEANS_Descriptive,Descriptive,OCEANS,"['OCEAN CHEMISTRY', 'OCEAN CIRCULATION', 'OCEAN VOLUME BUDGET']","**TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None
","
### Question Criteria:

INTENT: Descriptive — The user wants a concise, factual explanation or summary of a concept, object, or phenomenon—often 'What is X?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is ocean circulation and how does it influence the movement of water in the marine environment?
33,OCEANS_Causal,Causal,OCEANS,"['OCEAN CHEMISTRY', 'OCEAN CIRCULATION', 'OCEAN VOLUME BUDGET']","**TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None
","
### Question Criteria:

INTENT: Causal — The user asks about causes, effects, or mechanisms—typically beginning with 'Why' or 'How does X influence Y?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How does ocean circulation influence the distribution of chemical constituents in seawater?
34,OCEANS_Relational,Relational,OCEANS,"['OCEAN CHEMISTRY', 'OCEAN CIRCULATION', 'OCEAN VOLUME BUDGET']","**TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None
","
### Question Criteria:

INTENT: Relational — The user inquires about the relationship or correlation between two or more scientific variables or phenomena.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: OCEANS - Ocean is a very large expanse of sea, in particular, each of the main areas into which the sea is divided geographically.. 

- *sSUBJECT AREA*: OCEAN CHEMISTRY
Scientific field of study pertaining to the composition and properties of seawater. Variables include concentrations of seawater's constituent materials. For variables pertaining to seawater salinity, see the Term Salinity/Density.
- *sSUBJECT AREA*: OCEAN CIRCULATION
Pertaining to or measuring the movement of water in the marine environment. Variables include types of motion, as well as, circulation features. Proper names of oceanic currents are not included.
- *sSUBJECT AREA*: OCEAN VOLUME BUDGET
None

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is the relationship between ocean circulation patterns and the distribution of chemical constituents in seawater?
35,BIOSPHERE_Exploratory,Exploratory,BIOSPHERE,"['OMICS', 'ECOLOGICAL DYNAMICS', 'VEGETATION']","**TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.
","
### Question Criteria:

INTENT: Exploratory — The user seeks to discover patterns, generate hypotheses, or broadly explore a topic without predefined expectations. Often open-ended and inductive.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How do variations in vegetation structure influence the genomic and metabolomic profiles of associated microbial communities in different ecological systems?
36,BIOSPHERE_Comparative,Comparative,BIOSPHERE,"['OMICS', 'ECOLOGICAL DYNAMICS', 'VEGETATION']","**TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.
","
### Question Criteria:

INTENT: Comparative — The user intends to compare two or more methods, approaches, datasets, tools, methods, or hypotheses to evaluate differences or effectiveness.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How do transcriptomics-based analyses compare to traditional vegetation surveys in assessing the ecological dynamics of rainforest ecosystems?
37,BIOSPHERE_Descriptive,Descriptive,BIOSPHERE,"['OMICS', 'ECOLOGICAL DYNAMICS', 'VEGETATION']","**TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.
","
### Question Criteria:

INTENT: Descriptive — The user wants a concise, factual explanation or summary of a concept, object, or phenomenon—often 'What is X?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is the role of omics in understanding ecological dynamics within the biosphere?
38,BIOSPHERE_Causal,Causal,BIOSPHERE,"['OMICS', 'ECOLOGICAL DYNAMICS', 'VEGETATION']","**TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.
","
### Question Criteria:

INTENT: Causal — The user asks about causes, effects, or mechanisms—typically beginning with 'Why' or 'How does X influence Y?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How does vegetation structure influence the genomic diversity of plant species in a given ecosystem?
39,BIOSPHERE_Relational,Relational,BIOSPHERE,"['OMICS', 'ECOLOGICAL DYNAMICS', 'VEGETATION']","**TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.
","
### Question Criteria:

INTENT: Relational — The user inquires about the relationship or correlation between two or more scientific variables or phenomena.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOSPHERE - The biosphere is made up of the parts of Earth where life exists. The biosphere extends from the deepest root systems of trees, to the dark environment of ocean trenches, to lush rain forests and high mountaintops.. 

- *sSUBJECT AREA*: OMICS
The word omics refers to a field of study in biological sciences that ends with -omics, such as genomics, transcriptomics, proteomics, or metabolomics. The ending -ome is used to address the objects of study of such fields, such as the genome, transcriptome, proteome, or metabolome, respectively. More specifically, genomics is the science that studies the structure, function, evolution, and mapping of genomes and aims at characterization and quantification of genes, which direct the production of proteins with the assistance of enzymes and messenger molecules.
- *sSUBJECT AREA*: ECOLOGICAL DYNAMICS
Describes coupled dynamics of human-ecological systems
- *sSUBJECT AREA*: VEGETATION
Vegetation, as used, here are types of plants and vegetation structures.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is the relationship between vegetation diversity and genomic variation in plant species within different ecological dynamics?
40,AGRICULTURE_Exploratory,Exploratory,AGRICULTURE,"['AGRICULTURAL PLANT SCIENCE', 'AGRICULTURAL ENGINEERING', 'FOOD SCIENCE']","**TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.
","
### Question Criteria:

INTENT: Exploratory — The user seeks to discover patterns, generate hypotheses, or broadly explore a topic without predefined expectations. Often open-ended and inductive.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What are the potential interactions between soil management practices and crop nutrient profiles in sustainable agricultural systems?
41,AGRICULTURE_Comparative,Comparative,AGRICULTURE,"['AGRICULTURAL PLANT SCIENCE', 'AGRICULTURAL ENGINEERING', 'FOOD SCIENCE']","**TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.
","
### Question Criteria:

INTENT: Comparative — The user intends to compare two or more methods, approaches, datasets, tools, methods, or hypotheses to evaluate differences or effectiveness.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How do precision irrigation techniques compare to traditional irrigation methods in improving crop yield and water-use efficiency in agricultural plant science?
42,AGRICULTURE_Descriptive,Descriptive,AGRICULTURE,"['AGRICULTURAL PLANT SCIENCE', 'AGRICULTURAL ENGINEERING', 'FOOD SCIENCE']","**TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.
","
### Question Criteria:

INTENT: Descriptive — The user wants a concise, factual explanation or summary of a concept, object, or phenomenon—often 'What is X?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is agricultural engineering?
43,AGRICULTURE_Causal,Causal,AGRICULTURE,"['AGRICULTURAL PLANT SCIENCE', 'AGRICULTURAL ENGINEERING', 'FOOD SCIENCE']","**TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.
","
### Question Criteria:

INTENT: Causal — The user asks about causes, effects, or mechanisms—typically beginning with 'Why' or 'How does X influence Y?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How does soil management influence crop yield in agricultural plant science?
44,AGRICULTURE_Relational,Relational,AGRICULTURE,"['AGRICULTURAL PLANT SCIENCE', 'AGRICULTURAL ENGINEERING', 'FOOD SCIENCE']","**TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.
","
### Question Criteria:

INTENT: Relational — The user inquires about the relationship or correlation between two or more scientific variables or phenomena.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: AGRICULTURE - The science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products cleared the land to use it for agriculture.. 

- *sSUBJECT AREA*: AGRICULTURAL PLANT SCIENCE
The branch of Agriculture that focuses on plants(includes agronomy, horticulture, etc... but NOT Forestry, which is a seperate term).
- *sSUBJECT AREA*: AGRICULTURAL ENGINEERING
The design, construction, and use of agricultural implements and buildings; soil and water management; rural use of electricity; and processing of agricultural products.
- *sSUBJECT AREA*: FOOD SCIENCE
Related to the study of products of human consumption specifically for purposes of human nourishment and nutrition.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is the relationship between soil moisture levels and crop yield variability in agricultural plant science?
